Datetime,symbol,Close,Shares,Cash,Portfolio_Value,buy_rise_pct,sell_drop_pct
2026-05-11T08:00:00+00:00,GOOG,394.65,2.518447582427126,0.0,993.9053384048652,7.000000000000001,11.0
2026-05-11T08:00:00+00:00,MSFT,414.1094,2.408767950624961,0.0,997.4934507725324,10.0,1.0
2026-05-11T08:00:00+00:00,NVDA,214.0,4.646624082538836,0.0,994.377553663311,11.5,2.5
2026-05-11T08:00:00+00:00,SMH,565.0,1.7650381324293545,0.0,997.2465448225852,1.0,11.0
2026-05-11T20:00:00+00:00,AAPL,292.53,3.409710870711418,0.0,997.442721009211,1.0,6.5
2026-05-11T20:00:00+00:00,AMD,458.25,2.197802197802198,0.0,1007.1428571428572,1.5,6.5
2026-05-11T20:00:00+00:00,GOOG,386.728,2.518447582427126,0.0,973.9541966568776,7.000000000000001,11.0
2026-05-11T20:00:00+00:00,MSFT,412.31,2.408767950624961,0.0,993.1591137221778,10.0,1.0
2026-05-11T20:00:00+00:00,NVDA,219.15,4.646624082538836,0.0,1018.307667688386,11.5,2.5
2026-05-11T20:00:00+00:00,SMH,575.86,1.7650381324293545,0.0,1016.414858940768,1.0,11.0
2026-05-11T19:30:00+00:00,ZSP.TO,111.08000183105467,9.114108538774875,0.0,1012.3951931755444,3.0,4.5
2026-05-11T22:00:00+00:00,AAPL,292.6996,3.409710870711418,0.0,998.0210079728836,1.0,6.5
2026-05-11T22:00:00+00:00,AMD,458.8,2.197802197802198,0.0,1008.3516483516484,1.5,6.5
2026-05-11T22:00:00+00:00,GOOG,386.71,2.518447582427126,0.0,973.908864600394,7.000000000000001,11.0
2026-05-11T22:00:00+00:00,MSFT,412.213,2.408767950624961,0.0,992.9254632309674,10.0,1.0
2026-05-11T22:00:00+00:00,NVDA,219.6,4.646624082538836,0.0,1020.3986485255284,11.5,2.5
2026-05-11T22:00:00+00:00,SMH,576.19,1.7650381324293545,0.0,1016.9973215244698,1.0,11.0
2026-05-11T23:16:00+00:00,AAPL,292.6474,3.409710870711418,0.0,997.8430210654328,1.0,6.5
2026-05-11T23:00:00+00:00,AMD,457.75,2.197802197802198,0.0,1006.043956043956,1.5,6.5
2026-05-11T23:00:00+00:00,GOOG,386.992,2.518447582427126,0.0,974.6190668186384,7.000000000000001,11.0
2026-05-11T23:00:00+00:00,MSFT,411.86,2.408767950624961,0.0,992.0751681443968,10.0,1.0
2026-05-11T23:00:00+00:00,NVDA,219.65,4.646624082538836,0.0,1020.6309797296556,11.5,2.5
2026-05-11T23:00:00+00:00,SMH,576.66,1.7650381324293545,0.0,1017.8268894467114,1.0,11.0
2026-05-12T23:00:00+00:00,AAPL,294.49,3.409710870711418,0.0,1004.1257543158056,1.0,6.5
2026-05-12T23:00:00+00:00,AMD,444.76,2.197802197802198,0.0,977.4945054945056,1.5,6.5
2026-05-12T23:00:00+00:00,GOOG,385.9733,2.518447582427126,0.0,972.05352426642,7.000000000000001,11.0
2026-05-12T23:00:00+00:00,MSFT,407.6025,0.0,981.8198385946108,981.8198385946108,10.0,1.0
2026-05-12T23:00:00+00:00,NVDA,219.4786,4.646624082538836,0.0,1019.8345483619082,11.5,2.5
2026-05-12T23:00:00+00:00,SMH,556.7699,1.7650381324293545,0.0,982.7201044888784,1.0,11.0
2026-05-12T19:30:00+00:00,ZSP.TO,111.04000091552734,9.114108538774875,0.0,1012.0306204897777,1.0,1.5
